id,title,journal,year,source_class,identifier,id_kind,verified,retrieval_status,mechanism_nodes,cohorts,has_abstract,abstract_source,link
auranofin_sirolimus_lung,Sirolimus and Auranofin in Treating Patients With Advanced or Recurrent Non-Small Cell Lung Cancer or Small Cell Lung Cancer,ClinicalTrials.gov,2014-05-14,trial_registry,NCT01737502,nct,True,POINTER_ONLY,,lung,False,,https://clinicaltrials.gov/study/NCT01737502
epmc_med_12823608,Five years survival in metastatic non‐small cell lung cancer patients treated with chemotherapy alone or chemotherapy and melatonin: a randomized trial,Journal of Pineal Research,2003,rct,10.1034/j.1600-079x.2003.00032.x,doi,True,POINTER_ONLY,,lung,True,,https://doi.org/10.1034/j.1600-079x.2003.00032.x
epmc_med_16077972,Combination of betulinic acid with cisplatin - different cytotoxic effects in two head and neck cancer cell lines,Oncology Reports,2005,observational,10.3892/or.14.3.667,doi,True,VERIFIED,herb_drug_interaction_cyp_pgp|p53_apoptosis_cell_cycle,head_neck|melanoma,True,,https://doi.org/10.3892/or.14.3.667
epmc_med_18297286,Inhibition of mitochondrial protein translation sensitizes melanoma cells to arsenic trioxide cytotoxicity via a reactive oxygen species dependent mechanism,Cancer Chemotherapy and Pharmacology,2008,observational,10.1007/s00280-008-0705-y,doi,True,POINTER_ONLY,electron_transport_oxphos|oxidative_stress_redox|p53_apoptosis_cell_cycle,melanoma,True,,https://doi.org/10.1007/s00280-008-0705-y
epmc_med_19350378,"Stress Biomarkers as Outcomes for HIV+ Prevention: Participation, Feasibility and Findings Among HIV+ Latina and African American Mothers",AIDS and Behavior,2009,rct,10.1007/s10461-009-9549-7,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1007/s10461-009-9549-7
epmc_med_20622677,Relationship Between CD4+ T-Cell Counts/HIV-1 RNA Plasma Viral Load and AIDS-Defining Events Among Persons Followed in the ACTG Longitudinal Linked Randomized Trials Study,JAIDS Journal of Acquired Immune Deficiency Syndromes,2010,rct,10.1097/qai.0b013e3181e8c129,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox,,True,,https://doi.org/10.1097/qai.0b013e3181e8c129
epmc_med_21542829,Differential transcriptional profiles mediated by exposure to the cannabinoids cannabidiol and Δ<sup>9</sup>‐tetrahydrocannabinol in BV‐2 microglial cells,British Journal of Pharmacology,2012,observational,10.1111/j.1476-5381.2011.01461.x,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|oxidative_stress_redox,,True,,https://doi.org/10.1111/j.1476-5381.2011.01461.x
epmc_med_22742672,Distant Healing of Surgical Wounds: An Exploratory Study,EXPLORE,2012,rct,10.1016/j.explore.2012.04.004,doi,True,POINTER_ONLY,oxidative_stress_redox,breast,True,,https://doi.org/10.1016/j.explore.2012.04.004
epmc_med_23414451,In vivo mouse cardiac hyperpolarized magnetic resonance spectroscopy,Journal of Cardiovascular Magnetic Resonance,2013,observational,10.1186/1532-429x-15-19,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.1186/1532-429x-15-19
epmc_med_24297161,Phase 1 trial of dichloroacetate (DCA) in adults with recurrent malignant brain tumors,Investigational New Drugs,2013,clinical_trial,10.1007/s10637-013-0047-4,doi,True,POINTER_ONLY,oxidative_stress_redox,glioma_gbm,True,,https://doi.org/10.1007/s10637-013-0047-4
epmc_med_25142999,Influence of <i><scp>P</scp>anax ginseng</i> on the Steady State Pharmacokinetic Profile of Lopinavir‐Ritonavir in Healthy Volunteers,Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,2014,clinical_trial,10.1002/phar.1473,doi,True,POINTER_ONLY,electron_transport_oxphos,,True,,https://doi.org/10.1002/phar.1473
epmc_med_26245807,Impact of equol-producing capacity and soy-isoflavone profiles of supplements on bone calcium retention in postmenopausal women: a randomized crossover trial,The American Journal of Clinical Nutrition,2015,rct,10.3945/ajcn.114.093906,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3945/ajcn.114.093906
epmc_med_26951205,"Impact of phenolic-rich olive leaf extract on blood pressure, plasma lipids and inflammatory markers: a randomised controlled trial",European Journal of Nutrition,2016,rct,10.1007/s00394-016-1188-y,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1007/s00394-016-1188-y
epmc_med_27511820,"Target Organ Metabolism, Toxicity, and Mechanisms of Trichloroethylene and Perchloroethylene: Key Similarities, Differences, and Data Gaps",The Journal of Pharmacology and Experimental Therapeutics,2016,observational,10.1124/jpet.116.232629,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1124/jpet.116.232629
epmc_med_28174153,"A prospective, randomised, double-masked comparison of local anaesthetic agents for vitrectomy",British Journal of Ophthalmology,2017,rct,10.1136/bjophthalmol-2016-309780,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1136/bjophthalmol-2016-309780
epmc_med_28814830,Comparative analysis of essential oil composition of Iranian and Indian &lt;em&gt;Nigella sativa&lt;/em&gt; L. extracted using supercritical fluid extraction and solvent extraction,"Drug Design, Development and Therapy",2017,observational,10.2147/dddt.s87251,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.2147/dddt.s87251
epmc_med_29404841,A multi-center survey on dietary knowledge and behavior among inpatients in oncology department,Supportive Care in Cancer,2018,international_literature,10.1007/s00520-018-4057-9,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1007/s00520-018-4057-9
epmc_med_30068487,Phase I trial of selenium plus chemotherapy in gynecologic cancers,Gynecologic Oncology,2018,clinical_trial,10.1016/j.ygyno.2018.07.001,doi,True,POINTER_ONLY,dna_damage_parp,ovarian,True,,https://doi.org/10.1016/j.ygyno.2018.07.001
epmc_med_30588339,Molecular and epigenetic regulatory mechanisms of normal stem cell radiosensitivity,Cell Death Discovery,2018,narrative_review,10.1038/s41420-018-0132-8,doi,True,VERIFIED,dna_damage_parp|p53_apoptosis_cell_cycle,leukemia,True,,https://doi.org/10.1038/s41420-018-0132-8
epmc_med_31031622,Plant-Derived Alkaloids: The Promising Disease-Modifying Agents for Inflammatory Bowel Disease,Frontiers in Pharmacology,2019,narrative_review,10.3389/fphar.2019.00351,doi,True,VERIFIED,,,True,,https://doi.org/10.3389/fphar.2019.00351
epmc_med_31619261,Linoleic acid improves assembly of the CII subunit and CIII2/CIV complex of the mitochondrial oxidative phosphorylation system in heart failure,Cell Communication and Signaling,2019,clinical_trial,10.1186/s12964-019-0445-0,doi,True,POINTER_ONLY,electron_transport_oxphos,,True,,https://doi.org/10.1186/s12964-019-0445-0
epmc_med_31987122,Fish oil supplementation in cancer patients. Capsules or nutritional drink supplements? A controlled study of compliance,Clinical Nutrition ESPEN,2020,rct,10.1016/j.clnesp.2019.12.004,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1016/j.clnesp.2019.12.004
epmc_med_32372215,Effect of melatonin supplementation in combination with neoadjuvant chemotherapy to miR-210 and CD44 expression and clinical response improvement in locally advanced oral squamous cell carcinoma: a randomized controlled trial,Journal of the Egyptian National Cancer Institute,2020,rct,10.1186/s43046-020-0021-0,doi,True,POINTER_ONLY,oxidative_stress_redox|perfusion_vascular_hypoxia,head_neck,True,,https://doi.org/10.1186/s43046-020-0021-0
epmc_med_32644127,"Safety, Pharmacokinetics, and Causal Prophylactic Efficacy of KAF156 in a <i>Plasmodium falciparum</i> Human Infection Study",Clinical Infectious Diseases,2020,rct,10.1093/cid/ciaa952,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1093/cid/ciaa952
epmc_med_32856476,"Overall Survival of Nonmetastasized NSCLC Patients Treated With Add-On
                    <i>Viscum album</i>
                    L: A Multicenter Real-World Study",Integrative Cancer Therapies,2020,international_literature,10.1177/1534735420940384,doi,True,POINTER_ONLY,,lung,True,,https://doi.org/10.1177/1534735420940384
epmc_med_33171663,Immunomodulatory Effects of Edible and Medicinal Mushrooms and Their Bioactive Immunoregulatory Products,Journal of Fungi,2020,narrative_review,10.3390/jof6040269,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,,True,,https://doi.org/10.3390/jof6040269
epmc_med_33466517,Complementary Methods in Cancer Treatment—Cure or Curse?,International Journal of Environmental Research and Public Health,2021,international_literature,10.3390/ijerph18010356,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/ijerph18010356
epmc_med_33802219,Supplementation with Octacosanol Affects the Level of PCSK9 and Restore Its Physiologic Relation with LDL-C in Patients on Chronic Statin Therapy,Nutrients,2021,rct,10.3390/nu13030903,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu13030903
epmc_med_34072098,Comparative Protective Effect of Nigella sativa Oil and Vitis vinifera Seed Oil in an Experimental Model of Isoproterenol-Induced Acute Myocardial Ischemia in Rats,Molecules,2021,observational,10.3390/molecules26113221,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/molecules26113221
epmc_med_34305355,Role of Ayurveda and Yoga-Based lifestyle in the COVID-19 pandemic – A narrative review,Journal of Ayurveda and Integrative Medicine,2022,narrative_review,10.1016/j.jaim.2021.07.009,doi,True,VERIFIED,,,True,,https://doi.org/10.1016/j.jaim.2021.07.009
epmc_med_34631734,"Cannabinoids, Medical Cannabis, and Colorectal Cancer Immunotherapy",Frontiers in Medicine,2021,narrative_review,10.3389/fmed.2021.713153,doi,True,VERIFIED,cannabinoid_endocannabinoid|immune_checkpoint|p53_apoptosis_cell_cycle|perfusion_vascular_hypoxia,colorectal,True,,https://doi.org/10.3389/fmed.2021.713153
epmc_med_34831236,The Response of Mitochondrial Respiration and Quantity in Skeletal Muscle and Adipose Tissue to Exercise in Humans with Prediabetes,Cells,2021,clinical_trial,10.3390/cells10113013,doi,True,POINTER_ONLY,electron_transport_oxphos|metabolic_fasting_glycolysis|perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/cells10113013
epmc_med_35087614,A Novel Method for Identifying Parkin Binding Agents in Complex Preparations of Herbal Medicines,Oxidative Medicine and Cellular Longevity,2022,international_literature,10.1155/2022/3260243,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1155/2022/3260243
epmc_med_35288747,Effect of dihydroartemisinin/piperaquine for malaria intermittent preventive treatment on dolutegravir exposure in pregnant women living with HIV,Journal of Antimicrobial Chemotherapy,2022,clinical_trial,10.1093/jac/dkac081,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp,,True,,https://doi.org/10.1093/jac/dkac081
epmc_med_35565731,"A Randomised, Double-Blind, Placebo-Controlled Crossover Trial of Resveratrol Supplementation for Prophylaxis of Hormonal Migraine",Nutrients,2022,rct,10.3390/nu14091763,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/nu14091763
epmc_med_35750958,Pharmacokinetic Evaluation of Intravenous Vitamin C: A Classic Pharmacokinetic Study,Clinical Pharmacokinetics,2022,clinical_trial,10.1007/s40262-022-01142-1,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp,,True,,https://doi.org/10.1007/s40262-022-01142-1
epmc_med_35956836,Discovery of New Inhibitors of eEF2K from Traditional Chinese Medicine Based on In Silico Screening and In Vitro Experimental Validation,Molecules,2022,international_literature,10.3390/molecules27154886,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/molecules27154886
epmc_med_36153497,Berberine supplementation modulates the somatotropic axis and ameliorates glucose tolerance in dairy goats during late gestation and early lactation,BMC Veterinary Research,2022,rct,10.1186/s12917-022-03452-9,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp,,True,,https://doi.org/10.1186/s12917-022-03452-9
epmc_med_36354034,"Efficacy and safety of moxidectin and albendazole compared with ivermectin and albendazole coadministration in adolescents infected with Trichuris trichiura in Tanzania: an open-label, non-inferiority, randomised, controlled, phase 2/3 trial",The Lancet Infectious Diseases,2023,rct,10.1016/s1473-3099(22)00589-8,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1016/s1473-3099(22)00589-8
epmc_med_36562288,Mistletoe lectin inhibits growth of Myc‐amplified small‐cell lung cancer,Cancer Medicine,2022,international_literature,10.1002/cam4.5558,doi,True,POINTER_ONLY,p53_apoptosis_cell_cycle,lung,True,,https://doi.org/10.1002/cam4.5558
epmc_med_36732781,"Terminally ill patients’ and their relatives’ experiences and behaviors regarding complementary and alternative medicine utilization in hospice palliative inpatient care units: a cross-sectional, multicenter survey",BMC Complementary Medicine and Therapies,2023,international_literature,10.1186/s12906-023-03859-3,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1186/s12906-023-03859-3
epmc_med_36902290,COVID-19 and Cancer Diseases—The Potential of Coriolus versicolor Mushroom to Combat Global Health Challenges,International Journal of Molecular Sciences,2023,narrative_review,10.3390/ijms24054864,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/ijms24054864
epmc_med_37110167,Evolution of Natural Product Scaffolds as Potential Proteasome Inhibitors in Developing Cancer Therapeutics,Metabolites,2023,narrative_review,10.3390/metabo13040509,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp,,True,,https://doi.org/10.3390/metabo13040509
epmc_med_37299420,Synergistic Effect of Diet and Physical Activity on a NAFLD Cohort: Metabolomics Profile and Clinical Variable Evaluation,Nutrients,2023,international_literature,10.3390/nu15112457,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu15112457
epmc_med_37511376,"Gut Microbiota, Metabolome, and Body Composition Signatures of Response to Therapy in Patients with Advanced Melanoma",International Journal of Molecular Sciences,2023,international_literature,10.3390/ijms241411611,doi,True,POINTER_ONLY,immune_checkpoint,melanoma,True,,https://doi.org/10.3390/ijms241411611
epmc_med_37678556,"Randomized, double-blind, controlled trial of a combination of alpha-lipoic acid and pregabalin for neuropathic pain: the PAIN-CARE trial",Pain,2023,rct,10.1097/j.pain.0000000000003038,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1097/j.pain.0000000000003038
epmc_med_37833946,Impact of Hypoxia–Hyperoxia Exposures on Cardiometabolic Risk Factors and TMAO Levels in Patients with Metabolic Syndrome,International Journal of Molecular Sciences,2023,rct,10.3390/ijms241914498,doi,True,POINTER_ONLY,oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/ijms241914498
epmc_med_37960261,Benefits of Wasabi Supplements with 6-MSITC (6-Methylsulfinyl Hexyl Isothiocyanate) on Memory Functioning in Healthy Adults Aged 60 Years and Older: Evidence from a Double-Blinded Randomized Controlled Trial,Nutrients,2023,rct,10.3390/nu15214608,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu15214608
epmc_med_38139334,In Vitro and In Vivo Imaging-Based Evaluation of Doxorubicin Anticancer Treatment in Combination with the Herbal Medicine Black Cohosh,International Journal of Molecular Sciences,2023,international_literature,10.3390/ijms242417506,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,breast,True,,https://doi.org/10.3390/ijms242417506
epmc_med_38275736,"DNA Interactions and Biological Activity of 2,9-Disubstituted 1,10-Phenanthroline Thiosemicarbazone-Based Ligands and a 4-Phenylthiazole Derivative",Biology,2024,international_literature,10.3390/biology13010060,doi,True,POINTER_ONLY,oxidative_stress_redox|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.3390/biology13010060
epmc_med_38397382,Unveiling the Protective Role of Melatonin in Osteosarcoma: Current Knowledge and Limitations,Biomolecules,2024,narrative_review,10.3390/biom14020145,doi,True,POINTER_ONLY,dna_damage_parp|p53_apoptosis_cell_cycle,sarcoma,True,,https://doi.org/10.3390/biom14020145
epmc_med_38612466,"Unveiling Anti-Diabetic Potential of Baicalin and Baicalein from Baikal Skullcap: LC–MS, In Silico, and In Vitro Studies",International Journal of Molecular Sciences,2024,international_literature,10.3390/ijms25073654,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox,pancreatic,True,,https://doi.org/10.3390/ijms25073654
epmc_med_38720772,The antitumor action of endocannabinoids in the tumor microenvironment of glioblastoma,Frontiers in Pharmacology,2024,narrative_review,10.3389/fphar.2024.1395156,doi,True,VERIFIED,cannabinoid_endocannabinoid|immune_checkpoint,glioma_gbm,True,,https://doi.org/10.3389/fphar.2024.1395156
epmc_med_38784223,Exploring the mechanism of agarwood moxa smoke in treating sleep disorders based on GC–MS and network pharmacology,Frontiers in Medicine,2024,international_literature,10.3389/fmed.2024.1400334,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,,True,,https://doi.org/10.3389/fmed.2024.1400334
epmc_med_38895176,The Benefit of the Optimized Formula of Yinxieling in Psoriasis Vulgaris via Regulation on Autophagy Based on microRNA Expression Profile and Network Pharmacology Analysis,"Drug Design, Development and Therapy",2024,rct,10.2147/dddt.s459622,doi,True,POINTER_ONLY,immune_checkpoint|metabolic_fasting_glycolysis|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.2147/dddt.s459622
epmc_med_39031400,In vivo biological screening of extract and bioactive compound from Ficus benghalensis L. and their in silico molecular docking analysis,Technology and Health Care,2024,international_literature,10.3233/thc-231703,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3233/thc-231703
epmc_med_39129235,Mecapegfilgrastim for the prophylaxis of chemotherapy‐induced neutropenia in locally advanced nasopharyngeal carcinoma: A prospective phase <scp>II</scp> clinical study,Head &amp; Neck,2024,clinical_trial,10.1002/hed.27897,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1002/hed.27897
epmc_med_39220824,"Investigating the Medicinal Potential of <i>Lavatera cashmeriana</i> Leaf Extract: Phytochemical Profiling and In Vitro Evaluation of Antimicrobial, Antioxidant, and Anticancer Activities",Advances in Pharmacological and Pharmaceutical Sciences,2024,international_literature,10.1155/2024/5301687,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1155/2024/5301687
epmc_med_39306190,Contraception use and changes in young women with newly diagnosed breast cancer,Fertility and Sterility,2025,rct,10.1016/j.fertnstert.2024.09.024,doi,True,POINTER_ONLY,,breast,True,,https://doi.org/10.1016/j.fertnstert.2024.09.024
epmc_med_39376991,Beyond genetics: integrative oncology and the metabolic perspective on cancer treatment,Frontiers in Oncology,2024,international_literature,10.3389/fonc.2024.1455022,doi,True,POINTER_ONLY,immune_checkpoint|metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.3389/fonc.2024.1455022
epmc_med_39488908,Integrating 2D NMR-based metabolomics and in vitro assays to explore the potential viability of cultivated Ophiocordyceps sinensis as an alternative to the wild counterpart,Journal of Pharmaceutical and Biomedical Analysis,2025,observational,10.1016/j.jpba.2024.116551,doi,True,POINTER_ONLY,,lung,True,,https://doi.org/10.1016/j.jpba.2024.116551
epmc_med_39598700,Antioxidant Potential of Medicinal Plants in the Treatment of Scabies Infestation,Molecules,2024,narrative_review,10.3390/molecules29225310,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/molecules29225310
epmc_med_39683420,Impact of Adlay-Based Formula on Pain and Discomfort in Women with Dysmenorrhea: A Randomized Controlled Trial,Nutrients,2024,rct,10.3390/nu16234026,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu16234026
epmc_med_39735922,"Discovery of Spirosnuolides A–D, Type I/III Hybrid Polyketide Spiro-Macrolides for a Chemotherapeutic Lead against Lung Cancer",JACS Au,2024,international_literature,10.1021/jacsau.4c00803,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox|p53_apoptosis_cell_cycle,liver_hcc|lung,True,,https://doi.org/10.1021/jacsau.4c00803
epmc_med_39825120,"The effects of intermittent fasting on antioxidant and inflammatory markers and liver enzymes in postmenopausal, overweight and obese women with rheumatoid arthritis: a randomized controlled trial",Scientific Reports,2025,rct,10.1038/s41598-025-86734-0,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.1038/s41598-025-86734-0
epmc_med_39895162,The Effect of Exercise on Spexin and Follistatin in Elderly Individuals,"Journal of Cachexia, Sarcopenia and Muscle",2025,rct,10.1002/jcsm.13692,doi,True,POINTER_ONLY,oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.1002/jcsm.13692
epmc_med_39940363,"The Efficacy of Cheonggukjang in Alleviating Menopausal Syndrome and Its Effects on the Gut Microbiome: A Randomized, Double-Blind Trial",Nutrients,2025,rct,10.3390/nu17030505,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/nu17030505
epmc_med_40005233,Comparison of the Immune Enhancing Activity and Chemical Constituents Between Imitation Wild and Cultivated Astragali Radix,Molecules,2025,observational,10.3390/molecules30040923,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/molecules30040923
epmc_med_40069715,"Comparison of PDE-5 inhibitors used in erectile dysfunction with some candidate molecules: A study involving molecular docking, ADMET, DFT, biological target, and activity",BMC Urology,2025,observational,10.1186/s12894-025-01727-5,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox,,True,,https://doi.org/10.1186/s12894-025-01727-5
epmc_med_40119580,Chemoradiotherapy Combined With Modulated Electro‐Hyperthermia (<scp>mEHT</scp>) Converts Initially Inoperable Esophageal Cancer to Operable Disease,Thoracic Cancer,2025,case_report,10.1111/1759-7714.70044,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,,True,,https://doi.org/10.1111/1759-7714.70044
epmc_med_40149489,Genomics May Be the Key to Understanding Endurance Training Pillars,Genes,2025,narrative_review,10.3390/genes16030338,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/genes16030338
epmc_med_40232392,Antioxidants: a comprehensive review,Archives of Toxicology,2025,narrative_review,10.1007/s00204-025-03997-2,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1007/s00204-025-03997-2
epmc_med_40284008,From Olive Tree to Treatment: Nano-Delivery Systems for Enhancing Oleuropein’s Health Benefits,Pharmaceuticals,2025,narrative_review,10.3390/ph18040573,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/ph18040573
epmc_med_40333803,The Potential Therapeutic Role of Beta-Caryophyllene as a Chemosensitizer and an Inhibitor of Angiogenesis in Cancer,Molecules,2025,narrative_review,10.3390/molecules30081751,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/molecules30081751
epmc_med_40375481,Quercetin Reduces Vascular Senescence and Inflammation in Symptomatic Male but Not Female Coronary Artery Disease Patients,Aging Cell,2025,rct,10.1111/acel.70108,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1111/acel.70108
epmc_med_40429863,Proteomic Analysis of Invasive Breast Cancer Cells Treated with CBD Reveals Proteins Associated with the Reversal of Their Epithelial-Mesenchymal Transition Induced by IL-1β,International Journal of Molecular Sciences,2025,international_literature,10.3390/ijms26104721,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|dna_damage_parp|oxidative_stress_redox,breast,True,,https://doi.org/10.3390/ijms26104721
epmc_med_40459015,The Effect of Music and Eye Masks on Sleep Quality and Delirium in Abdominal Surgery Intensive Care Patients: Randomized Controlled Trial,Nursing in Critical Care,2025,rct,10.1111/nicc.70072,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1111/nicc.70072
epmc_med_40507156,Critical Review on the Anti-Tumor Activity of Bioactive Compounds from Edible and Medicinal Mushrooms over the Last Five Years,Nutrients,2025,narrative_review,10.3390/nu17111887,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu17111887
epmc_med_40563367,Oxidative Stress and Inflammation: Drivers of Tumorigenesis and Therapeutic Opportunities,Antioxidants,2025,narrative_review,10.3390/antiox14060735,doi,True,POINTER_ONLY,dna_damage_parp|immune_checkpoint|metabolic_fasting_glycolysis|oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/antiox14060735
epmc_med_40588675,Exercise therapy and self-management support for individuals with multimorbidity: a randomized and controlled trial,Nature Medicine,2025,rct,10.1038/s41591-025-03779-4,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,,True,,https://doi.org/10.1038/s41591-025-03779-4
epmc_med_40621157,Chemoprevention of Keratinocyte Cancers: Could Aspirin Be the Solution?,Journal of Cancer Prevention,2025,narrative_review,10.15430/jcp.25.007,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp,,True,,https://doi.org/10.15430/jcp.25.007
epmc_med_40660285,"Different light color temperatures in the morning on the effectiveness of rehabilitation training in patients with ischemic stroke: a prospective, single-center, randomized controlled clinical trial",Journal of NeuroEngineering and Rehabilitation,2025,rct,10.1186/s12984-025-01679-9,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1186/s12984-025-01679-9
epmc_med_40707604,Metabolomic profiles impacted by brief mindfulness intervention with contributions to improved health,Scientific Reports,2025,rct,10.1038/s41598-025-12067-7,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|metabolic_fasting_glycolysis,,True,,https://doi.org/10.1038/s41598-025-12067-7
epmc_med_40732996,"A Randomized Double-Blind Trial of the Effect of Liupao Tea on Metabolic Parameters, Body Composition, and Gut Microbiota in Adults with Metabolic Syndrome",Nutrients,2025,rct,10.3390/nu17142371,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu17142371
epmc_med_40765131,Metabolome Profiling of Yokukansan in Preventing Postoperative Delirium in Elderly Cancer Patients: A Reverse Translational Study,Psychiatry and Clinical Neurosciences,2025,rct,10.1111/pcn.13875,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1111/pcn.13875
epmc_med_40801639,Reactive Oxygen Species: A Double-Edged Sword in the Modulation of Cancer Signaling Pathway Dynamics,Cells,2025,narrative_review,10.3390/cells14151207,doi,True,POINTER_ONLY,dna_damage_parp|electron_transport_oxphos|immune_checkpoint|oxidative_stress_redox,,True,,https://doi.org/10.3390/cells14151207
epmc_med_40838108,Target discovery-directed pharmacological mechanism elucidation of bioactive natural products,Medical Review,2025,narrative_review,10.1515/mr-2024-0076,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1515/mr-2024-0076
epmc_med_40867309,Exogenous Estrogens as Breast Cancer Risk Factors: A Perspective,Cancers,2025,narrative_review,10.3390/cancers17162680,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,breast,True,,https://doi.org/10.3390/cancers17162680
epmc_med_40893779,Role of isoflavones in multiple sclerosis,IBRO Neuroscience Reports,2025,narrative_review,10.1016/j.ibneur.2025.08.012,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1016/j.ibneur.2025.08.012
epmc_med_40921646,"N-acetyl cysteine for the treatment of alcohol use disorder: study protocol for a multi-site, double-blind randomised controlled trial (NAC-AUD study)",BMJ Open,2025,clinical_trial,10.1136/bmjopen-2024-091631,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1136/bmjopen-2024-091631
epmc_med_40944126,"Multi-Species Synbiotic Supplementation Enhances Gut Microbial Diversity, Increases Urolithin A and Butyrate Production, and Reduces Inflammation in Healthy Adults: A Randomized, Placebo-Controlled Trial",Nutrients,2025,rct,10.3390/nu17172734,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu17172734
epmc_med_40970462,Fasting Mimicking Diets Reverse Accelerated Biological Aging in Multiple Sclerosis,Annals of Neurology,2025,rct,10.1002/ana.78044,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.1002/ana.78044
